,transaction_date,merchant_id,Total_Transaction,Total_Paid
1597,2018-08-17,129316,651,1853.0999999999876
1598,2018-08-18,535,592,74258.19000000003
1599,2018-08-18,42616,346,74786.49000000034
1600,2018-08-18,46774,560,514466.6940000004
1601,2018-08-18,57192,662,154031.6880000006
1602,2018-08-18,86302,55,111.852
1603,2018-08-18,124381,360,180043.18200000044
1604,2018-08-18,129316,574,1603.7999999999915
1605,2018-08-19,535,487,68214.22199999995
1606,2018-08-19,42616,306,59410.27800000024
1607,2018-08-19,46774,360,244550.7719999996
1608,2018-08-19,57192,594,117164.44800000035
1609,2018-08-19,86302,20,70.64999999999998
1610,2018-08-19,124381,352,191860.3440000002
1611,2018-08-19,129316,275,771.3000000000013
1612,2018-08-20,535,405,49994.514
1613,2018-08-20,42616,247,53729.38800000016
1614,2018-08-20,46774,1085,737891.5140000009
1615,2018-08-20,57192,634,134602.97400000016
1616,2018-08-20,86302,45,111.906
1617,2018-08-20,124381,282,156486.9420000003
1618,2018-08-20,129316,258,732.150000000002
1619,2018-08-21,535,251,31779.324
1620,2018-08-21,42616,256,55561.21200000017
1621,2018-08-21,46774,232,146110.60799999992
1622,2018-08-21,57192,462,81538.65000000013
1623,2018-08-21,86302,4,14.85
1624,2018-08-21,124381,189,111334.50000000007
1625,2018-08-21,129316,317,918.450000000002
1626,2018-08-22,535,287,34470.215999999986
1627,2018-08-22,42616,212,48213.00000000009
1628,2018-08-22,46774,231,150837.2279999999
1629,2018-08-22,57192,581,111744.72000000012
1630,2018-08-22,86302,9,31.05
1631,2018-08-22,124381,197,114891.17400000009
1632,2018-08-22,129316,264,778.050000000002
1633,2018-08-23,535,371,42135.02999999999
1634,2018-08-23,42616,207,48113.0820000001
1635,2018-08-23,46774,223,139298.57999999996
1636,2018-08-23,57192,575,119511.72000000012
1637,2018-08-23,86302,9,24.3
1638,2018-08-23,124381,295,133144.90200000015
1639,2018-08-23,129316,270,762.300000000001
1640,2018-08-24,535,478,53910.882
1641,2018-08-24,42616,217,47976.120000000126
1642,2018-08-24,46774,240,127931.7599999999
1643,2018-08-24,57192,578,118111.98600000008
1644,2018-08-24,86302,24,33.426
1645,2018-08-24,124381,383,195696.0180000002
1646,2018-08-24,129316,267,735.7500000000011
1647,2018-08-25,535,581,65152.800000000025
1648,2018-08-25,42616,250,49941.12600000016
1649,2018-08-25,46774,376,268494.76799999987
1650,2018-08-25,57192,599,107206.11000000016
1651,2018-08-25,86302,25,43.45199999999999
1652,2018-08-25,124381,490,243605.25000000047
1653,2018-08-25,129316,283,817.6500000000017
1654,2018-08-26,535,620,70091.136
1655,2018-08-26,42616,366,76833.79200000034
1656,2018-08-26,46774,438,309893.2380000002
1657,2018-08-26,57192,666,129228.24600000032
1658,2018-08-26,86302,10,40.50000000000001
1659,2018-08-26,124381,534,242058.0960000004
1660,2018-08-26,129316,165,471.6000000000005
1661,2018-08-27,535,1047,130044.97800000005
1662,2018-08-27,42616,419,96779.30400000054
1663,2018-08-27,46774,1683,1315322.4779999966
1664,2018-08-27,57192,1076,262525.032000001
1665,2018-08-27,86302,88,268.66800000000006
1666,2018-08-27,124381,485,259748.22600000043
1667,2018-08-27,129316,367,1012.9500000000024
1668,2018-08-28,535,1022,120380.7600000001
1669,2018-08-28,42616,298,82384.66800000041
1670,2018-08-28,46774,1008,823298.8140000001
1671,2018-08-28,57192,1004,194179.32000000076
1672,2018-08-28,86302,98,277.1460000000001
1673,2018-08-28,124381,445,283824.2160000004
1674,2018-08-28,129316,464,1272.5999999999983
1675,2018-08-29,535,939,113654.55600000011
1676,2018-08-29,42616,217,61875.21600000022
1677,2018-08-29,46774,1018,827638.5420000014
1678,2018-08-29,57192,984,287914.536
1679,2018-08-29,86302,154,391.23000000000025
1680,2018-08-29,124381,365,223107.7320000002
1681,2018-08-29,129316,471,1349.0999999999983
1682,2018-08-30,535,785,91272.60000000006
1683,2018-08-30,42616,207,59956.3440000002
1684,2018-08-30,46774,649,559525.0859999999
1685,2018-08-30,57192,813,162844.29000000044
1686,2018-08-30,86302,91,207.32400000000004
1687,2018-08-30,124381,305,146437.3980000001
1688,2018-08-30,129316,388,1089.450000000001
1689,2018-08-31,535,788,90831.38400000003
1690,2018-08-31,42616,190,57888.88200000018
1691,2018-08-31,46774,1982,1547374.3379999998
1692,2018-08-31,57192,822,227647.40400000065
1693,2018-08-31,86302,155,386.83800000000014
1694,2018-08-31,124381,403,213642.2340000005
1695,2018-08-31,129316,520,1495.3499999999958
1696,2018-09-01,535,736,85513.86
1697,2018-09-01,42616,199,64017.39600000021
1698,2018-09-01,46774,860,655910.6039999999
1699,2018-09-01,57192,718,151404.62400000045
1700,2018-09-01,86302,25,63.882000000000005
1701,2018-09-01,124381,391,221544.28800000032
1702,2018-09-01,129316,398,1123.6500000000017
1703,2018-09-02,535,657,76923.88200000001
1704,2018-09-02,42616,229,64121.20200000022
1705,2018-09-02,46774,513,417720.06
1706,2018-09-02,57192,660,154253.07000000012
1707,2018-09-02,86302,10,21.24
1708,2018-09-02,124381,391,208405.7640000005
1709,2018-09-02,129316,260,749.700000000002
1710,2018-09-03,535,1079,133556.65200000012
1711,2018-09-03,42616,228,73132.6680000003
1712,2018-09-03,46774,2100,1983879.161999998
1713,2018-09-03,57192,1075,252389.14200000127
1714,2018-09-03,86302,64,181.72800000000004
1715,2018-09-03,124381,523,282300.33599999995
1716,2018-09-03,129316,505,1379.249999999998
1717,2018-09-04,535,985,166077.0
1718,2018-09-04,42616,229,70365.18600000023
1719,2018-09-04,46774,1695,1640387.664
1720,2018-09-04,57192,1027,274179.11400000047
1721,2018-09-04,86302,86,197.54999999999995
1722,2018-09-04,124381,445,217503.48600000035
1723,2018-09-04,129316,690,1968.7499999999864
1724,2018-09-05,535,933,110374.30800000003
1725,2018-09-05,42616,235,72820.02600000033
1726,2018-09-05,46774,1919,1695792.149999998
1727,2018-09-05,57192,1051,241369.8300000009
1728,2018-09-05,86302,112,300.88800000000015
1729,2018-09-05,124381,557,295322.5260000008
1730,2018-09-05,129316,624,1741.9499999999932
1731,2018-09-06,535,955,118918.80000000006
1732,2018-09-06,42616,843,196633.5660000012
1733,2018-09-06,46774,1666,1713916.0080000008
1734,2018-09-06,57192,1083,270168.6780000011
1735,2018-09-06,86302,62,150.29999999999998
1736,2018-09-06,124381,493,230140.4760000005
1737,2018-09-06,129316,645,1808.0999999999945
1738,2018-09-07,535,879,94179.60000000003
1739,2018-09-07,42616,647,171414.28800000084
1740,2018-09-07,46774,1716,1504147.0680000004
1741,2018-09-07,57192,1095,347479.92000000004
1742,2018-09-07,86302,73,196.6860000000001
1743,2018-09-07,124381,421,217638.1800000005
1744,2018-09-07,129316,611,1641.149999999995
1745,2018-09-08,535,757,77323.30200000003
1746,2018-09-08,42616,599,157093.43400000103
1747,2018-09-08,46774,816,660321.0899999994
1748,2018-09-08,57192,836,169600.44600000072
1749,2018-09-08,86302,47,128.97
1750,2018-09-08,124381,337,167629.59000000035
1751,2018-09-08,129316,650,1796.8499999999922
1752,2018-09-09,535,737,82929.60000000002
1753,2018-09-09,42616,620,165523.19400000098
1754,2018-09-09,46774,644,492457.1760000002
1755,2018-09-09,57192,761,189013.71600000057
1756,2018-09-09,86302,24,70.90199999999999
1757,2018-09-09,124381,319,171797.34600000037
1758,2018-09-09,129316,325,870.3000000000005
1759,2018-09-10,535,1123,141270.3900000001
1760,2018-09-10,42616,551,144034.79400000104
1761,2018-09-10,46774,3231,2820698.693999995
1762,2018-09-10,57192,1042,253492.30800000107
1763,2018-09-10,86302,102,261.72
1764,2018-09-10,124381,548,278752.5540000007
1765,2018-09-10,129316,485,1315.799999999996
1766,2018-09-11,535,1042,120511.63800000012
1767,2018-09-11,42616,608,164621.1060000011
1768,2018-09-11,46774,1606,1373803.0380000018
1769,2018-09-11,57192,1077,246002.36400000183
1770,2018-09-11,86302,118,274.6800000000002
1771,2018-09-11,124381,570,303389.9640000001
1772,2018-09-11,129316,459,1246.949999999999
1773,2018-09-12,535,1052,116351.38800000012
1774,2018-09-12,42616,494,138218.508000001
1775,2018-09-12,46774,1408,1286623.5300000017
1776,2018-09-12,57192,1004,257030.73000000144
1777,2018-09-12,86302,80,188.4780000000001
1778,2018-09-12,124381,540,290118.78
1779,2018-09-12,129316,532,1552.0499999999968
1780,2018-09-13,535,971,113212.80000000016
1781,2018-09-13,42616,443,131925.45600000088
1782,2018-09-13,46774,1395,1210475.3220000025
1783,2018-09-13,57192,1036,244563.6420000014
1784,2018-09-13,86302,127,320.74200000000013
1785,2018-09-13,124381,523,290957.23800000007
1786,2018-09-13,129316,549,1567.799999999998
1787,2018-09-14,535,895,92487.63600000009
1788,2018-09-14,42616,456,136604.790000001
1789,2018-09-14,46774,1242,1180086.7500000002
1790,2018-09-14,57192,976,251159.65200000125
1791,2018-09-14,86302,110,225.77400000000003
1792,2018-09-14,124381,414,221463.6300000004
1793,2018-09-14,129316,449,1301.8499999999988
1794,2018-09-15,535,755,78964.20000000004
1795,2018-09-15,42616,476,134315.67600000105
1796,2018-09-15,46774,1013,797886.0900000001
1797,2018-09-15,57192,728,144352.3500000005
1798,2018-09-15,86302,80,185.95800000000003
1799,2018-09-15,124381,364,249608.9700000002
1800,2018-09-15,129316,554,1648.799999999993
1801,2018-09-16,535,737,86763.60000000003
1802,2018-09-16,42616,504,142955.04600000093
1803,2018-09-16,46774,604,460231.3080000002
1804,2018-09-16,57192,635,134692.52400000035
1805,2018-09-16,86302,14,35.10000000000001
1806,2018-09-16,124381,433,263184.5880000002
1807,2018-09-16,129316,369,1012.9499999999992
1808,2018-09-17,535,1062,123442.20000000014
1809,2018-09-17,42616,439,123081.01200000088
1810,2018-09-17,46774,1869,1699361.9819999966
1811,2018-09-17,57192,1017,258625.78200000143
1812,2018-09-17,86302,118,280.89000000000016
1813,2018-09-17,124381,526,294682.8420000003
1814,2018-09-17,129316,502,1455.299999999996
1815,2018-09-18,535,970,103606.97400000006
1816,2018-09-18,42616,473,134736.84000000104
1817,2018-09-18,46774,1125,941451.3000000007
1818,2018-09-18,57192,996,254664.90000000145
1819,2018-09-18,86302,121,308.9700000000003
1820,2018-09-18,124381,514,250135.2720000005
1821,2018-09-18,129316,612,1753.1999999999928
1822,2018-09-19,535,968,119196.00000000004
1823,2018-09-19,42616,448,131831.33400000093
1824,2018-09-19,46774,1149,1007231.0040000008
1825,2018-09-19,57192,994,252070.9740000012
1826,2018-09-19,86302,127,298.998
1827,2018-09-19,124381,463,254899.29600000032
1828,2018-09-19,129316,605,1822.0499999999977
1829,2018-09-20,535,961,100189.08000000007
1830,2018-09-20,42616,431,124410.33000000085
1831,2018-09-20,46774,1467,1116954.324
1832,2018-09-20,57192,976,227340.432000001
1833,2018-09-20,86302,118,341.586
1834,2018-09-20,124381,449,245279.12400000036
1835,2018-09-20,129316,390,1142.549999999999
1836,2018-09-21,535,892,94662.00000000007
1837,2018-09-21,42616,387,109656.6840000007
1838,2018-09-21,46774,864,748226.9339999997
1839,2018-09-21,57192,960,206915.5260000008
1840,2018-09-21,86302,125,311.4539999999999
1841,2018-09-21,124381,447,256790.37600000043
1842,2018-09-21,129316,337,1011.1500000000016
1843,2018-09-22,535,684,69597.00000000003
1844,2018-09-22,42616,385,115570.0620000008
1845,2018-09-22,46774,411,329263.23600000027
1846,2018-09-22,57192,761,142858.45800000045
1847,2018-09-22,86302,81,230.076
1848,2018-09-22,124381,346,187338.5280000004
1849,2018-09-22,129316,251,732.6000000000006
1850,2018-09-23,535,735,84546.14400000007
1851,2018-09-23,42616,447,125930.6820000009
1852,2018-09-23,46774,274,193930.14599999995
1853,2018-09-23,57192,711,135311.63400000046
1854,2018-09-23,86302,30,88.65
1855,2018-09-23,124381,360,218567.48400000023
1856,2018-09-23,129316,129,363.15000000000015
1857,2018-09-24,535,1072,116096.40000000013
1858,2018-09-24,42616,354,103690.1520000007
1859,2018-09-24,46774,1065,899240.4179999991
1860,2018-09-24,57192,1017,268025.0580000008
1861,2018-09-24,86302,119,348.49800000000016
1862,2018-09-24,124381,448,277689.52800000017
1863,2018-09-24,129316,393,1133.5499999999995
1864,2018-09-25,535,1016,108298.80000000006
1865,2018-09-25,42616,468,141104.1600000009
1866,2018-09-25,46774,1220,1026301.6439999996
1867,2018-09-25,57192,969,266285.71800000046
1868,2018-09-25,86302,98,182.26800000000003
1869,2018-09-25,124381,435,231673.75200000024
1870,2018-09-25,129316,257,746.5500000000002
1871,2018-09-26,535,961,108531.00000000007
1872,2018-09-26,42616,492,161118.23400000107
1873,2018-09-26,46774,1009,939463.6139999982
1874,2018-09-26,57192,1001,231692.13000000108
1875,2018-09-26,86302,102,285.22799999999995
1876,2018-09-26,124381,657,342574.5059999999
1877,2018-09-26,129316,216,601.6500000000002
1878,2018-09-27,535,920,133331.77800000002
1879,2018-09-27,42616,431,145265.11200000095
1880,2018-09-27,46774,935,807493.5359999998
1881,2018-09-27,57192,1027,230863.5900000012
1882,2018-09-27,86302,80,219.0240000000001
1883,2018-09-27,124381,475,292650.3360000003
1884,2018-09-27,129316,212,612.4500000000003
1885,2018-09-28,535,932,112852.80000000012
1886,2018-09-28,42616,410,133077.67200000086
1887,2018-09-28,46774,1250,968584.5720000004
1888,2018-09-28,57192,941,221826.29400000116
1889,2018-09-28,86302,85,241.344
1890,2018-09-28,124381,433,277757.5500000004
1891,2018-09-28,129316,206,593.1000000000003
1892,2018-09-29,535,721,77842.15200000005
1893,2018-09-29,42616,532,169165.62000000116
1894,2018-09-29,46774,554,387454.1040000001
1895,2018-09-29,57192,825,150645.1140000004
1896,2018-09-29,86302,52,162.72
1897,2018-09-29,124381,295,190257.85800000012
1898,2018-09-29,129316,286,868.0500000000001
1899,2018-09-30,535,795,82882.65600000002
1900,2018-09-30,42616,594,180625.8420000014
1901,2018-09-30,46774,1252,732326.741999998
1902,2018-09-30,57192,707,120869.67600000033
1903,2018-09-30,86302,22,76.94999999999999
1904,2018-09-30,124381,429,250896.9780000005
1905,2018-09-30,129316,105,298.3500000000002
1906,2018-10-01,535,1116,144743.4000000002
1907,2018-10-01,42616,434,144025.00200000108
1908,2018-10-01,46774,2405,2035881.468
1909,2018-10-01,57192,1098,234378.1620000013
1910,2018-10-01,86302,52,124.02
1911,2018-10-01,124381,517,368484.1739999998
1912,2018-10-01,129316,212,603.4500000000011
1913,2018-10-02,535,1022,114054.78600000012
1914,2018-10-02,42616,476,154905.19200000117
1915,2018-10-02,46774,1707,1546203.0060000008
1916,2018-10-02,57192,1026,234945.75600000107
1917,2018-10-02,86302,81,246.7800000000001
1918,2018-10-02,124381,492,256995.52200000052
1919,2018-10-02,129316,304,900.0
1920,2018-10-03,535,1001,120978.2880000001
1921,2018-10-03,42616,436,140824.63800000094
1922,2018-10-03,46774,1405,1481550.3
1923,2018-10-03,57192,1085,292891.6980000009
1924,2018-10-03,86302,48,125.91
1925,2018-10-03,124381,488,272987.60400000046
1926,2018-10-03,129316,230,674.5500000000002
1927,2018-10-04,535,917,106419.40200000006
1928,2018-10-04,42616,371,125767.94400000076
1929,2018-10-04,46774,1407,1306563.2639999995
1930,2018-10-04,57192,1038,216930.72600000133
1931,2018-10-04,86302,44,114.57000000000002
1932,2018-10-04,124381,464,269002.6020000004
1933,2018-10-04,129316,224,641.2499999999998
1934,2018-10-05,535,878,88541.24400000005
1935,2018-10-05,42616,379,131950.17000000092
1936,2018-10-05,46774,2185,1812372.9479999996
1937,2018-10-05,57192,1021,277986.3120000008
1938,2018-10-05,86302,50,136.8
1939,2018-10-05,124381,446,243706.3740000004
1940,2018-10-05,129316,161,466.6499999999999
1941,2018-10-06,535,679,76137.48000000004
1942,2018-10-06,42616,429,134005.19400000098
1943,2018-10-06,46774,762,620231.4900000002
1944,2018-10-06,57192,812,138239.78400000045
1945,2018-10-06,86302,27,76.95
1946,2018-10-06,124381,406,249111.23400000032
1947,2018-10-06,129316,150,433.3500000000001
1948,2018-10-07,535,772,83849.47200000004
1949,2018-10-07,42616,488,153183.74400000114
1950,2018-10-07,46774,624,477066.5100000001
1951,2018-10-07,57192,693,117379.94400000044
1952,2018-10-07,86302,10,30.15
1953,2018-10-07,124381,421,263880.07200000016
1954,2018-10-07,129316,98,292.50000000000017
1955,2018-10-08,535,985,114444.16200000008
1956,2018-10-08,42616,490,162661.57200000112
1957,2018-10-08,46774,2017,1773273.852000001
1958,2018-10-08,57192,1225,313666.95599999983
1959,2018-10-08,86302,81,207.99000000000004
1960,2018-10-08,124381,471,276241.41000000015
1961,2018-10-08,129316,142,404.5500000000004
1962,2018-10-09,535,929,116208.99000000012
1963,2018-10-09,42616,420,140354.31600000107
1964,2018-10-09,46774,1458,1263072.275999997
1965,2018-10-09,57192,1107,307390.9859999997
1966,2018-10-09,86302,63,148.68
1967,2018-10-09,124381,477,270062.76600000047
1968,2018-10-09,129316,143,427.0500000000002
1969,2018-10-10,535,951,117617.38200000009
1970,2018-10-10,42616,521,169244.2080000013
1971,2018-10-10,46774,2738,2404616.9400000004
1972,2018-10-10,57192,1125,322901.54999999906
1973,2018-10-10,86302,71,221.76
1974,2018-10-10,124381,433,252497.7720000005
1975,2018-10-10,129316,169,498.6000000000001
1976,2018-10-11,535,946,119403.45
1977,2018-10-11,42616,446,153984.92400000078
1978,2018-10-11,46774,1433,1207300.5359999996
1979,2018-10-11,57192,1127,253427.1660000013
1980,2018-10-11,86302,93,268.79399999999987
1981,2018-10-11,124381,478,288192.15000000043
1982,2018-10-11,129316,171,507.60000000000025
1983,2018-10-12,535,754,93717.64799999994
1984,2018-10-12,42616,470,156820.500000001
1985,2018-10-12,46774,1138,1039083.0479999988
1986,2018-10-12,57192,1086,288078.60599999985
1987,2018-10-12,86302,80,221.4
1988,2018-10-12,124381,463,288333.86400000047
1989,2018-10-12,129316,165,484.6500000000005
1990,2018-10-13,535,648,71798.40000000004
1991,2018-10-13,42616,462,141958.54800000097
1992,2018-10-13,46774,568,567644.2739999997
1993,2018-10-13,57192,906,166860.5040000009
1994,2018-10-13,86302,61,190.8
1995,2018-10-13,124381,433,270793.4400000006
1996,2018-10-13,129316,140,396.4500000000002
1997,2018-10-14,535,679,87133.59
1998,2018-10-14,42616,523,171825.4620000013
1999,2018-10-14,46774,490,351227.8259999998
2000,2018-10-14,57192,808,172486.85400000063
2001,2018-10-14,86302,12,37.8
2002,2018-10-14,124381,505,297885.0240000003
2003,2018-10-14,129316,123,359.99999999999994
2004,2018-10-15,535,969,123715.8360000001
2005,2018-10-15,42616,542,179818.74000000142
2006,2018-10-15,46774,2484,2047410.791999996
2007,2018-10-15,57192,1235,343270.3859999982
2008,2018-10-15,86302,69,199.26000000000013
2009,2018-10-15,124381,656,350259.2459999997
2010,2018-10-15,129316,243,745.2
2011,2018-10-16,535,907,123952.46399999998
2012,2018-10-16,42616,444,140377.23000000097
2013,2018-10-16,46774,1342,1216908.2159999998
2014,2018-10-16,57192,1206,262249.6320000016
2015,2018-10-16,86302,94,271.80000000000007
2016,2018-10-16,124381,668,326437.2000000001
2017,2018-10-16,129316,121,369.9000000000002
2018,2018-10-17,535,950,119991.024
2019,2018-10-17,42616,371,122946.75000000071
2020,2018-10-17,46774,1138,916816.6619999998
2021,2018-10-17,57192,1117,253410.82200000103
2022,2018-10-17,86302,118,327.6000000000001
2023,2018-10-17,124381,622,347851.7640000004
2024,2018-10-17,129316,238,705.6000000000004
2025,2018-10-18,535,830,106058.07000000002
2026,2018-10-18,42616,339,126588.9780000007
2027,2018-10-18,46774,1017,892199.0159999998
2028,2018-10-18,57192,1069,253945.2780000013
2029,2018-10-18,86302,84,227.97000000000017
2030,2018-10-18,124381,586,325354.7879999999
2031,2018-10-18,129316,252,738.0000000000002
2032,2018-10-19,535,730,87720.35400000002
2033,2018-10-19,42616,283,106123.05000000056
2034,2018-10-19,46774,1097,939900.2039999992
2035,2018-10-19,57192,1028,205214.59800000067
2036,2018-10-19,86302,86,266.5440000000001
2037,2018-10-19,124381,473,304018.25400000025
2038,2018-10-19,129316,192,561.6000000000009
2039,2018-10-20,535,614,83557.54800000002
2040,2018-10-20,42616,459,148232.21400000114
2041,2018-10-20,46774,839,520091.1719999998
2042,2018-10-20,57192,876,207852.69600000055
2043,2018-10-20,86302,63,191.25000000000009
2044,2018-10-20,124381,380,288133.7220000002
2045,2018-10-20,129316,250,743.8500000000006
2046,2018-10-21,535,664,90149.49
2047,2018-10-21,42616,527,177386.92200000133
2048,2018-10-21,46774,353,255764.30399999992
2049,2018-10-21,57192,702,145113.948
2050,2018-10-21,86302,19,62.99999999999999
2051,2018-10-21,124381,381,219588.6780000005
2052,2018-10-21,129316,88,266.8500000000001
2053,2018-10-22,535,922,119544.78600000008
2054,2018-10-22,42616,512,175397.11200000122
2055,2018-10-22,46774,1296,1100849.3819999984
2056,2018-10-22,57192,1044,236479.2480000009
2057,2018-10-22,86302,81,236.61000000000013
2058,2018-10-22,124381,508,304017.5880000002
2059,2018-10-22,129316,170,491.85000000000025
2060,2018-10-23,535,807,102819.70799999996
2061,2018-10-23,42616,427,148341.9420000011
2062,2018-10-23,46774,888,861473.7539999988
2063,2018-10-23,57192,954,295372.8
2064,2018-10-23,86302,112,331.2000000000004
2065,2018-10-23,124381,431,272384.73000000074
2066,2018-10-23,129316,189,557.1000000000003
2067,2018-10-24,535,842,109363.266
2068,2018-10-24,42616,474,164504.70000000112
2069,2018-10-24,46774,803,729773.442
2070,2018-10-24,57192,1029,236073.0240000009
2071,2018-10-24,86302,81,251.2800000000001
2072,2018-10-24,124381,429,289108.3680000004
2073,2018-10-24,129316,235,692.1000000000004
2074,2018-10-25,535,732,109521.288
2075,2018-10-25,42616,528,187765.50600000136
2076,2018-10-25,46774,968,925778.952000001
2077,2018-10-25,57192,1071,245059.0200000009
2078,2018-10-25,86302,104,298.5480000000001
2079,2018-10-25,124381,394,240569.31600000052
2080,2018-10-25,129316,251,726.75
2081,2018-10-26,535,768,91397.106
2082,2018-10-26,42616,403,147759.570000001
2083,2018-10-26,46774,825,697116.0599999998
2084,2018-10-26,57192,925,183460.8960000008
2085,2018-10-26,86302,71,207.9000000000001
2086,2018-10-26,124381,335,250118.2800000004
2087,2018-10-26,129316,196,554.8500000000003
2088,2018-10-27,535,574,75098.26800000003
2089,2018-10-27,42616,408,148425.246000001
2090,2018-10-27,46774,429,335943.2160000002
2091,2018-10-27,57192,788,157424.74200000035
2092,2018-10-27,86302,83,259.5600000000001
2093,2018-10-27,124381,386,194432.81400000045
2094,2018-10-27,129316,184,549.9000000000005
2095,2018-10-28,535,541,68927.47200000001
2096,2018-10-28,42616,450,159535.51200000112
2097,2018-10-28,46774,239,139911.2820000001
2098,2018-10-28,57192,726,151653.2220000004
2099,2018-10-28,86302,20,72.9
2100,2018-10-28,124381,332,193802.2020000004
2101,2018-10-28,129316,161,472.05
2102,2018-10-29,535,666,86948.96400000004
2103,2018-10-29,42616,504,172112.45400000125
2104,2018-10-29,46774,445,307975.662
2105,2018-10-29,57192,954,212732.8920000005
2106,2018-10-29,86302,33,134.1
2107,2018-10-29,124381,454,267046.2180000005
2108,2018-10-29,129316,87,252.45
2109,2018-10-30,535,823,117139.35600000004
2110,2018-10-30,42616,466,162887.3460000011
2111,2018-10-30,46774,1265,1052623.5299999989
2112,2018-10-30,57192,1059,249800.0220000009
2113,2018-10-30,86302,64,163.17000000000002
2114,2018-10-30,124381,340,260678.28600000055
2115,2018-10-30,129316,56,163.80000000000007
2116,2018-10-31,535,900,116070.21
2117,2018-10-31,42616,412,146839.87800000102
2118,2018-10-31,46774,2001,1556968.734
2119,2018-10-31,57192,915,232172.9640000009
2120,2018-10-31,86302,59,194.94000000000003
2121,2018-10-31,124381,383,254170.1340000004
2122,2018-10-31,129316,109,288.45000000000005
2123,2018-11-01,535,816,103019.29200000004
2124,2018-11-01,42616,409,148008.60000000094
2125,2018-11-01,46774,1982,1719153.9900000005
2126,2018-11-01,57192,1043,236902.93200000108
2127,2018-11-01,86302,57,157.662
2128,2018-11-01,124381,411,239798.12400000065
2129,2018-11-01,129316,133,392.85000000000025
2130,2018-11-02,535,747,96799.04999999994
2131,2018-11-02,42616,443,157736.2140000011
2132,2018-11-02,46774,1522,1424904.389999996
2133,2018-11-02,57192,1054,256014.48600000123
2134,2018-11-02,86302,59,160.344
2135,2018-11-02,124381,478,262008.2160000005
2136,2018-11-02,129316,123,340.19999999999993
2137,2018-11-03,535,583,70216.2
2138,2018-11-03,42616,475,161476.02000000118
2139,2018-11-03,46774,691,622529.1179999996
2140,2018-11-03,57192,872,177146.4060000004
2141,2018-11-03,86302,32,91.17000000000002
2142,2018-11-03,124381,454,267372.6120000008
2143,2018-11-03,129316,103,301.9500000000002
2144,2018-11-04,535,643,88061.56200000002
2145,2018-11-04,42616,516,179113.5180000013
2146,2018-11-04,46774,541,422354.6280000004
2147,2018-11-04,57192,754,142801.38000000003
2148,2018-11-04,86302,8,26.1
2149,2018-11-04,124381,433,282291.69600000046
2150,2018-11-04,129316,78,237.14999999999984
2151,2018-11-05,535,930,132001.668
2152,2018-11-05,42616,518,179518.0860000014
2153,2018-11-05,46774,2485,2165683.644000003
2154,2018-11-05,57192,1257,324979.91999999963
2155,2018-11-05,86302,91,248.9940000000001
2156,2018-11-05,124381,467,269421.0660000003
2157,2018-11-05,129316,128,365.40000000000026
2158,2018-11-06,535,907,112825.79999999996
2159,2018-11-06,42616,477,165168.63000000114
2160,2018-11-06,46774,1642,1575481.6439999982
2161,2018-11-06,57192,1170,310259.4480000001
2162,2018-11-06,86302,79,216.99
2163,2018-11-06,124381,509,295164.5580000005
2164,2018-11-06,129316,138,403.2
2165,2018-11-07,535,855,112033.02600000004
2166,2018-11-07,42616,495,172706.83200000122
2167,2018-11-07,46774,1787,1559597.0760000015
2168,2018-11-07,57192,1101,244092.9780000012
2169,2018-11-07,86302,79,214.2000000000001
2170,2018-11-07,124381,520,302656.37400000065
2171,2018-11-07,129316,203,594.9000000000004
2172,2018-11-08,535,825,114640.29
2173,2018-11-08,42616,495,172045.94400000136
2174,2018-11-08,46774,1494,1321147.9439999997
2175,2018-11-08,57192,1105,249198.19200000103
2176,2018-11-08,86302,87,251.96400000000017
2177,2018-11-08,124381,453,276477.87600000034
2178,2018-11-08,129316,167,478.8000000000006
2179,2018-11-09,535,710,91261.152
2180,2018-11-09,42616,464,167220.37800000116
2181,2018-11-09,46774,1575,1346506.2899999972
2182,2018-11-09,57192,1089,303924.67200000054
2183,2018-11-09,86302,105,287.6399999999999
2184,2018-11-09,124381,705,381882.9240000002
2185,2018-11-09,129316,139,369.0000000000003
2186,2018-11-10,535,573,61413.08400000002
2187,2018-11-10,42616,459,146765.4840000012
2188,2018-11-10,46774,1731,1361717.442
2189,2018-11-10,57192,803,189799.59600000037
2190,2018-11-10,86302,38,97.19999999999996
2191,2018-11-10,124381,873,529776.6120000001
2192,2018-11-10,129316,179,517.9500000000003
2193,2018-11-11,535,621,78714.00000000004
2194,2018-11-11,42616,660,222229.8540000017
2195,2018-11-11,46774,609,489442.33799999993
2196,2018-11-11,57192,780,172482.8040000005
2197,2018-11-11,86302,14,45.44999999999999
2198,2018-11-11,124381,1408,853404.695999997
2199,2018-11-11,129316,85,261.45
2200,2018-11-12,535,880,135678.54599999997
2201,2018-11-12,42616,549,193694.43600000133
2202,2018-11-12,46774,2258,2051949.4559999967
2203,2018-11-12,57192,1126,278528.2560000013
2204,2018-11-12,86302,79,217.854
2205,2018-11-12,124381,492,356343.9480000004
2206,2018-11-12,129316,137,382.50000000000017
2207,2018-11-13,535,816,107911.4940000001
2208,2018-11-13,42616,480,170595.34200000128
2209,2018-11-13,46774,1367,1184444.3879999998
2210,2018-11-13,57192,1122,309189.4919999998
2211,2018-11-13,86302,68,199.8540000000001
